0|1043374545
1|1043374545
2|1043374545
3|1043374545
0|1043397459
1|1043397459
2|1043397459
4|1043397459
5|1043397459
0|1043402767
1|1043402767
2|1043402767
4|1043402767
5|1043402767
0|1043402785
1|1043402785
2|1043402785
4|1043402785
6|1043402785
0|1043495702
1|1043495702
2|1043495702
4|1043495702
5|1043495702
0|1043506302
1|1043506302
2|1043506302
7|1043506302
0|1043562035
1|1043562035
2|1043562035
7|1043562035
0|1043565691
8|1043565691
9|1043565691
10|1043565691
0|1043608482
1|1043608482
2|1043608482
11|1043608482
12|1043608482
0|1043650580
1|1043650580
2|1043650580
13|1043650580
14|1043650580
0|1043747228
15|1043747228
16|1043747228
17|1043747228
0|1043749860
18|1043749860
19|1043749860
20|1043749860
21|1043749860
0|1043817906
15|1043817906
22|1043817906
23|1043817906
0|1043899828
1|1043899828
2|1043899828
4|1043899828
5|1043899828
0|1043930362
18|1043930362
19|1043930362
24|1043930362
25|1043930362
0|1043937480
1|1043937480
2|1043937480
4|1043937480
26|1043937480
0|1043987329
18|1043987329
19|1043987329
20|1043987329
27|1043987329
0|1044027229
28|1044027229
29|1044027229
30|1044027229
31|1044027229
32|1044027229
0|1044042244
18|1044042244
19|1044042244
33|1044042244
34|1044042244
0|1044078197
15|1044078197
35|1044078197
36|1044078197
0|1044100897
18|1044100897
19|1044100897
20|1044100897
27|1044100897
0|1044104207
18|1044104207
19|1044104207
20|1044104207
37|1044104207
0|1044107651
15|1044107651
35|1044107651
38|1044107651
39|1044107651
0|1044123448
1|1044123448
2|1044123448
13|1044123448
40|1044123448
0|1044154993
15|1044154993
35|1044154993
41|1044154993
42|1044154993
0|1044160600
15|1044160600
35|1044160600
36|1044160600
0|1044214000
1|1044214000
2|1044214000
43|1044214000
44|1044214000
0|1044269494
1|1044269494
2|1044269494
11|1044269494
12|1044269494
0|1044271868
1|1044271868
2|1044271868
45|1044271868
0|1044279832
15|1044279832
16|1044279832
46|1044279832
0|1044285284
15|1044285284
35|1044285284
47|1044285284
0|1044297318
1|1044297318
2|1044297318
13|1044297318
14|1044297318
0|1044300051
15|1044300051
35|1044300051
36|1044300051
0|1044334640
8|1044334640
9|1044334640
10|1044334640
0|1044348163
18|1044348163
19|1044348163
48|1044348163
49|1044348163
0|1044361617
18|1044361617
19|1044361617
24|1044361617
27|1044361617
0|1044363196
1|1044363196
2|1044363196
50|1044363196
0|1044367519
18|1044367519
19|1044367519
20|1044367519
27|1044367519
0|1044387921
51|1044387921
52|1044387921
53|1044387921
54|1044387921
0|1044389855
1|1044389855
2|1044389855
3|1044389855
0|1044392363
15|1044392363
35|1044392363
41|1044392363
42|1044392363
0|1044407002
1|1044407002
2|1044407002
55|1044407002
56|1044407002
0|1044412792
15|1044412792
22|1044412792
57|1044412792
0|1044417566
18|1044417566
19|1044417566
58|1044417566
0|1044429906
18|1044429906
19|1044429906
20|1044429906
21|1044429906
0|1044448350
18|1044448350
19|1044448350
24|1044448350
25|1044448350
0|1044458000
1|1044458000
2|1044458000
59|1044458000
60|1044458000
0|1044517180
61|1044517180
62|1044517180
63|1044517180
64|1044517180
0|1044520426
15|1044520426
35|1044520426
65|1044520426
0|1044521948
1|1044521948
2|1044521948
11|1044521948
66|1044521948
0|1044527090
1|1044527090
2|1044527090
11|1044527090
12|1044527090
0|1044553439
8|1044553439
9|1044553439
10|1044553439
0|1044575304
1|1044575304
2|1044575304
4|1044575304
67|1044575304
0|1044583004
15|1044583004
16|1044583004
68|1044583004
0|1044589232
15|1044589232
35|1044589232
36|1044589232
0|1044589406
15|1044589406
35|1044589406
36|1044589406
0|1044638123
18|1044638123
19|1044638123
24|1044638123
27|1044638123
0|1044638749
18|1044638749
19|1044638749
69|1044638749
70|1044638749
0|1044650862
15|1044650862
35|1044650862
65|1044650862
0|1044652547
18|1044652547
19|1044652547
24|1044652547
71|1044652547
0|1044670345
1|1044670345
2|1044670345
72|1044670345
0|1044677094
1|1044677094
2|1044677094
13|1044677094
73|1044677094
0|1044682407
18|1044682407
19|1044682407
74|1044682407
0|1044688877
8|1044688877
9|1044688877
10|1044688877
0|1044689408
1|1044689408
2|1044689408
4|1044689408
5|1044689408
0|1044698086
18|1044698086
19|1044698086
75|1044698086
0|1044704534
18|1044704534
19|1044704534
76|1044704534
77|1044704534
0|1044707198
1|1044707198
2|1044707198
59|1044707198
78|1044707198
0|1044709075
1|1044709075
2|1044709075
59|1044709075
79|1044709075
0|1044725095
1|1044725095
2|1044725095
80|1044725095
0|1044730246
1|1044730246
2|1044730246
59|1044730246
81|1044730246
0|1044731826
1|1044731826
2|1044731826
59|1044731826
82|1044731826
0|1044753275
1|1044753275
2|1044753275
13|1044753275
83|1044753275
0|1044760560
1|1044760560
2|1044760560
84|1044760560
85|1044760560
0|1044766839
1|1044766839
2|1044766839
86|1044766839
0|1044769132
1|1044769132
2|1044769132
87|1044769132
56|1044769132
0|1044771169
1|1044771169
2|1044771169
88|1044771169
85|1044771169
0|1044772419
1|1044772419
2|1044772419
13|1044772419
14|1044772419
0|1044774869
15|1044774869
89|1044774869
90|1044774869
91|1044774869
0|1044780959
18|1044780959
19|1044780959
20|1044780959
27|1044780959
0|1044789966
15|1044789966
92|1044789966
93|1044789966
0|1044790001
1|1044790001
2|1044790001
4|1044790001
94|1044790001
0|1044790439
15|1044790439
35|1044790439
95|1044790439
0|1044797607
15|1044797607
35|1044797607
41|1044797607
42|1044797607
0|1044804097
1|1044804097
2|1044804097
4|1044804097
6|1044804097
0|1044808556
1|1044808556
2|1044808556
4|1044808556
5|1044808556
0|1044809898
1|1044809898
2|1044809898
4|1044809898
5|1044809898
0|1044813117
8|1044813117
9|1044813117
10|1044813117
0|1044819242
18|1044819242
19|1044819242
20|1044819242
96|1044819242
97|1044820175
98|1044820175
99|1044820175
100|1044820175
101|1044820175
0|1044831955
15|1044831955
89|1044831955
102|1044831955
0|1044843918
1|1044843918
2|1044843918
103|1044843918
0|1044846301
1|1044846301
2|1044846301
88|1044846301
85|1044846301
0|1044846316
1|1044846316
2|1044846316
59|1044846316
78|1044846316
0|1044847509
1|1044847509
2|1044847509
87|1044847509
66|1044847509
0|1044848909
8|1044848909
9|1044848909
10|1044848909
0|1044849628
1|1044849628
2|1044849628
3|1044849628
0|1044850586
18|1044850586
19|1044850586
20|1044850586
21|1044850586
0|1044853098
1|1044853098
2|1044853098
86|1044853098
0|1044855059
18|1044855059
19|1044855059
20|1044855059
27|1044855059
0|1044855531
1|1044855531
2|1044855531
4|1044855531
94|1044855531
0|1044861783
18|1044861783
104|1044861783
105|1044861783
0|1044863124
1|1044863124
2|1044863124
4|1044863124
5|1044863124
0|1044863839
1|1044863839
2|1044863839
3|1044863839
0|1044864736
18|1044864736
19|1044864736
56|1044864736
0|1044864943
1|1044864943
2|1044864943
3|1044864943
0|1044880223
1|1044880223
2|1044880223
59|1044880223
106|1044880223
0|1044880929
18|1044880929
19|1044880929
20|1044880929
27|1044880929
0|1044884674
18|1044884674
19|1044884674
24|1044884674
107|1044884674
0|1044884849
1|1044884849
2|1044884849
4|1044884849
5|1044884849
0|1044896146
1|1044896146
2|1044896146
59|1044896146
108|1044896146
0|1044896485
1|1044896485
2|1044896485
109|1044896485
85|1044896485
0|1044897718
1|1044897718
2|1044897718
88|1044897718
85|1044897718
0|1044908245
15|1044908245
110|1044908245
0|1044910123
18|1044910123
19|1044910123
111|1044910123
27|1044910123
0|1044913099
18|1044913099
19|1044913099
48|1044913099
49|1044913099
0|1044914830
18|1044914830
19|1044914830
74|1044914830
97|1044917206
112|1044917206
113|1044917206
114|1044917206
115|1044917206
0|1044923263
1|1044923263
2|1044923263
59|1044923263
78|1044923263
0|1044938750
15|1044938750
116|1044938750
117|1044938750
0|1044942087
1|1044942087
2|1044942087
88|1044942087
85|1044942087
0|1044942715
1|1044942715
2|1044942715
118|1044942715
119|1044942715
0|1044943868
1|1044943868
2|1044943868
59|1044943868
79|1044943868
0|1044944674
1|1044944674
2|1044944674
3|1044944674
0|1044948773
1|1044948773
2|1044948773
4|1044948773
5|1044948773
0|1044953624
18|1044953624
19|1044953624
33|1044953624
27|1044953624
0|1044954717
15|1044954717
89|1044954717
120|1044954717
0|1044955341
1|1044955341
2|1044955341
121|1044955341
66|1044955341
0|1044968142
18|1044968142
122|1044968142
0|1044968489
15|1044968489
89|1044968489
123|1044968489
0|1044970243
15|1044970243
35|1044970243
36|1044970243
0|1044982114
18|1044982114
19|1044982114
33|1044982114
27|1044982114
0|1044988356
1|1044988356
2|1044988356
4|1044988356
5|1044988356
0|1044993053
1|1044993053
2|1044993053
11|1044993053
12|1044993053
0|1044995614
15|1044995614
89|1044995614
120|1044995614
0|1044996076
1|1044996076
2|1044996076
4|1044996076
124|1044996076
0|1044999719
1|1044999719
2|1044999719
59|1044999719
81|1044999719
0|1045001090
1|1045001090
2|1045001090
4|1045001090
5|1045001090
0|1045003409
15|1045003409
35|1045003409
65|1045003409
0|1045005815
18|1045005815
19|1045005815
56|1045005815
0|1045013883
18|1045013883
19|1045013883
24|1045013883
71|1045013883
0|1045014297
1|1045014297
2|1045014297
4|1045014297
94|1045014297
0|1045014900
15|1045014900
125|1045014900
126|1045014900
97|1045017350
112|1045017350
127|1045017350
128|1045017350
0|1045020620
1|1045020620
2|1045020620
59|1045020620
82|1045020620
0|1045021816
18|1045021816
19|1045021816
24|1045021816
71|1045021816
0|1045023344
1|1045023344
2|1045023344
4|1045023344
5|1045023344
129|1045023664
130|1045023664
131|1045023664
132|1045023664
0|1045028393
1|1045028393
2|1045028393
11|1045028393
66|1045028393
0|1045028764
1|1045028764
2|1045028764
11|1045028764
66|1045028764
0|1045032333
1|1045032333
2|1045032333
59|1045032333
133|1045032333
0|1045033048
1|1045033048
2|1045033048
4|1045033048
6|1045033048
0|1045034546
1|1045034546
2|1045034546
134|1045034546
0|1045034667
18|1045034667
19|1045034667
33|1045034667
27|1045034667
0|1045036517
1|1045036517
2|1045036517
11|1045036517
66|1045036517
0|1045041605
1|1045041605
2|1045041605
59|1045041605
106|1045041605
0|1045048091
1|1045048091
2|1045048091
135|1045048091
0|1045048202
1|1045048202
2|1045048202
135|1045048202
0|1045080370
15|1045080370
22|1045080370
136|1045080370
0|1045080937
18|1045080937
104|1045080937
137|1045080937
0|1045090378
1|1045090378
2|1045090378
72|1045090378
0|1045100798
1|1045100798
2|1045100798
4|1045100798
5|1045100798
0|1045102327
15|1045102327
35|1045102327
41|1045102327
42|1045102327
